Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2020-09-18,5020,675,1128,2893,169,415,972,106,287,6823,3477,1365
2020-09-19,2423,236,542,3165,246,1902,892,67,230,3201,5313,1189
2020-09-20,27281,1168,12279,8335,458,3556,5741,488,2529,40728,12349,8758
2020-09-21,6316,416,1673,2079,232,689,3582,123,832,8405,3000,4537
2020-09-22,10639,551,2653,5782,457,1998,1736,140,628,13843,8237,2504
2020-09-23,3939,503,770,1227,203,219,1756,145,456,5212,1649,2357
2020-09-24,5474,363,1207,2583,170,444,886,104,181,7044,3197,1171
2020-09-25,30009,408,4198,3444,246,955,959,77,300,34615,4645,1336
2020-09-26,1980,264,387,1663,250,335,359,58,75,2631,2248,492
2020-09-27,4217,405,1034,1741,168,163,633,69,99,5656,2072,801
2020-09-28,6822,401,1367,1649,153,425,2521,280,436,8590,2227,3237
2020-09-29,2379,267,583,1778,127,330,500,84,57,3229,2235,641
2020-09-30,4452,307,987,2678,324,377,706,95,306,5746,3379,1107
