Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_nlikes,Total_nreplies,Total_nretweets
2020-09-09,22350,2599,7132,14085,1517,3584,123721,2328,47528,160156,6444,58244
2020-09-10,36630,3330,10555,40246,2734,11297,19769,2946,4706,96645,9010,26558
2020-09-11,71350,2918,8923,25284,3047,5393,24560,1791,7227,121194,7756,21543
2020-09-12,23000,2756,6962,445330,4004,198157,34285,2310,9723,502615,9070,214842
2020-09-13,51988,2996,14798,25483,3509,8696,10173,1332,3346,87644,7837,26840
2020-09-14,45396,3510,13386,32458,2694,8956,44538,3996,11848,122392,10200,34190
2020-09-15,64582,5673,17213,43717,3586,12142,38181,4188,12498,146480,13447,41853
2020-09-16,27968,2672,7236,14064,1908,4402,14255,1772,4343,56287,6352,15981
2020-09-17,25277,1916,8220,13543,1544,4082,12580,1336,3320,51400,4796,15622
2020-09-18,28960,1879,8172,6123,1334,1988,40430,1858,7756,75513,5071,17916
2020-09-19,14210,1344,4598,3616,718,898,10011,842,1862,27837,2904,7358
2020-09-20,21335,1897,5468,5254,652,1400,7422,574,2186,34011,3123,9054
2020-09-21,26100,2356,8708,8336,1585,2388,9491,1031,3089,43927,4972,14185
2020-09-22,40419,2570,9442,8037,1325,2083,10496,1112,2785,58952,5007,14310
2020-09-23,43167,6915,10690,13922,1254,4510,9642,1534,3426,66731,9703,18626
2020-09-24,41710,2438,14860,26562,1450,5158,21516,1452,7689,89788,5340,27707
2020-09-25,87371,3869,25859,11673,1192,3198,42021,1901,12966,141065,6962,42023
2020-09-26,19151,2314,6501,17924,1298,5512,8901,1214,3717,45976,4826,15730
2020-09-27,13366,1212,2542,18696,1236,3318,5385,785,2141,37447,3233,8001
2020-09-28,24350,3550,6500,14466,1398,3038,7224,954,2586,46040,5902,12124
2020-09-29,16132,1613,4924,6016,840,1552,6956,942,2386,29104,3395,8862
2020-09-30,37039,2813,10255,50339,2863,11552,40339,3020,9162,127717,8696,30969
2020-10-01,330,26,128,130,32,24,738,38,378,1198,96,530
